StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1.1_consent;Condition 1 (High)Â ;Condition 2 (Low);Q3.1_attention;Q4.2_understanding;1_time_First Click;1_time_Last Click;1_time_Page Submit;1_time_Click Count;1_answer;1_solved;1_insight;1_sharing;2_time_First Click;2_time_Last Click;2_time_Page Submit;2_time_Click Count;2_answer;2_solved;2_insight;2_sharing;3_time_First Click;3_time_Last Click;3_time_Page Submit;3_time_Click Count;3_answer;3_solved;3_insight;3_sharing;4_time_First Click;4_time_Last Click;4_time_Page Submit;4_time_Click Count;4_answer;4_solved;4_insight;4_sharing;5_time_First Click;5_time_Last Click;5_time_Page Submit;5_time_Click Count;5_answer;5_solved;5_insight;5_sharing;6_time_First Click;6_time_Last Click;6_time_Page Submit;6_time_Click Count;6_answer;6_solved;6_insight;6_sharing;implicit_motivation;time_First Click;time_Last Click;time_Page Submit;time_Click Count;answer_supp;solved_supp;Q8.1;PROLIFIC_PID;Q_TotalDuration;condition;FL_5_DO_FL_27;FL_5_DO_FL_30;
06/05/2022 18:15;06/05/2022 18:18;0;172.58.123.215;100;175;1;06/05/2022 18:18;R_sXpgzriHNML69fX;;;;;42.3888;-83.1895;anonymous;EN;1;;;I pay attention;1;1.436;1.436;28.139;1;I do not know.;2;1;1;2.134;26.063;31.221;2;She had an elastic string attached to it.;2;4;2;1.507;12.127;19.76;2;The clutch was lit up by LEDs.;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5e26ed82677d6f91fcf492f8;175;1;1;;
06/05/2022 18:06;06/05/2022 18:18;0;198.137.18.96;100;703;1;06/05/2022 18:18;R_28ZmnjvojeKbbl6;;;;;33.9332;-83.3536;anonymous;EN;1;;;I pay attention;1;13.91;13.91;52.061;1;He's a preacher or minister to administers weddings;1;1;2;33.471;87.011;96.214;2;She hit it straight up;1;2;2;23.09;23.09;119.612;1;It was daytime;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;1;290.439;290.439;294.332;1;I don't know;2;;6155db00c1ddd261574dce05;703;1;1;;
06/05/2022 18:15;06/05/2022 18:18;0;12.237.119.4;100;166;1;06/05/2022 18:18;R_2eV9mXqKylDMdSI;;;;;30.4594;-87.2075;anonymous;EN;1;;;I pay attention;1;12.855;12.855;28.536;1;I do not know;2;5;6;24.977;24.977;31.889;1;Hit it straight up;1;3;4;19.865;19.865;26.188;1;It was daytime;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5d8e1f47fc29cb001aeda6ea;166;1;1;;
06/05/2022 18:11;06/05/2022 18:18;0;64.121.67.207;100;448;1;06/05/2022 18:18;R_12bBUeEbSDPsbQE;;;;;40.595;-75.5289;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;135.84;135.84;158.683;1;He's a polygamist ;1;1;1;15.741;80.069;84.711;8;She hit it against a wall, like racket ball ;1;1;1;6.212;6.212;26.951;1;I do not know ;3;1;1;2;;;;;;;;6109858c56b5c8354bc12fdf;448;0;;1;
06/05/2022 18:15;06/05/2022 18:19;0;68.254.133.231;100;211;1;06/05/2022 18:19;R_1incWAw1C8YBW3i;;;;;36.2134;-86.7311;anonymous;EN;1;;;I pay attention;1;3.978;3.978;23.052;1;he is muslim;2;7;6;19.942;20.7;26.896;2;it went around the world;2;7;7;30.776;30.776;34.5;1;she heard it ;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;1;23.057;23.057;27.788;1;i dont know;2;no;5edac6d50af1901717dd4510;211;1;1;;
06/05/2022 18:16;06/05/2022 18:19;0;24.184.219.0;100;214;1;06/05/2022 18:19;R_3h0e3U0hczUv08E;;;;;41.1811;-73.1735;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;26.095;43.343;43.892;3;He is only legally married to the first woman. ;2;2;2;15.945;15.945;39.417;1;Gravity would pull it back down if she hit it straight up;1;3;1;18.425;50.603;51.941;5;She saw the clutch because the color stood out against the ground. ;2;3;3;2;;;;;;;;5966886dee2508000108b02c;214;0;;1;
06/05/2022 18:17;06/05/2022 18:20;0;139.55.112.96;100;154;1;06/05/2022 18:20;R_3p3x6qFgt5luxGN;;;;;37.1027;-84.5432;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;32.77;32.77;36.487;1;he was the priest.;1;5;6;17.348;19.299;22.493;2;I do not know;3;3;4;1.779;1.779;23.801;1;she heard it?;2;5;6;2;;;;;;;;5de32329b5bed7350391666c;154;0;;1;
06/05/2022 18:13;06/05/2022 18:20;0;204.29.75.126;100;387;1;06/05/2022 18:20;R_2Y8JqT477QbbCAK;;;;;32.4779;-86.4357;anonymous;EN;1;;;I pay attention;1;118.939;118.939;167.86;1;I do not know;2;5;5;18.425;18.425;35.391;1;It was a boomerang;2;5;5;46.266;46.266;97.658;1;i DO NOT KNOW;2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;60fe1a9a99deac34f06a5309;387;1;1;;
06/05/2022 18:16;06/05/2022 18:20;0;73.173.147.34;100;226;1;06/05/2022 18:20;R_2rC0jRnue5Zz2hX;;;;;39.2891;-76.5583;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;2.398;2.398;30.215;1;he's the minister presiding over the weddings;1;1;1;18.296;18.296;28.599;1;I do not know;2;1;1;3.667;3.667;41.402;1;It has another color on it. ;3;1;1;2;;;;;;;;5b9ec956c8a17f000171f7ad;226;0;;1;
06/05/2022 18:16;06/05/2022 18:20;0;192.24.223.49;100;266;1;06/05/2022 18:20;R_1GDJ5FmBYIe9moo;;;;;38.9924;-84.6462;anonymous;EN;1;;;I pay attention;1;4.572;51.838;52.411;12;I do not know.;3;1;7;16.587;16.587;41.13;1;She hit the ball upwards and once the ball reached max height came back down.;1;5;7;28.716;34.939;78.536;4;The small black leather clutch has a shoulder strap so she could just feel the strap down and finally on to the clutch.;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;60fe47b274576eb477b06e6d;266;1;1;;
06/05/2022 18:15;06/05/2022 18:21;0;75.84.121.232;100;323;1;06/05/2022 18:21;R_25GiswPlvT01Hm4;;;;;33.9212;-118.1424;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;55.333;137.34;141.641;5;heâ€™s a priest;1;4;1;25.859;25.859;34.539;1;someone threw it back ;2;2;1;13.13;21.528;26.12;2;the reflection ;2;1;1;2;;;;;;;;60fff33b80569cb2f8d1b007;323;0;;1;
06/05/2022 18:16;06/05/2022 18:21;0;73.242.242.86;100;321;1;06/05/2022 18:21;R_2rIx9kPLSgBNNiO;;;;;34.7814;-106.714;anonymous;EN;1;;;I pay attention;1;61.472;67.696;72.709;2;He is a priest;1;4;4;19.501;26.695;27.355;3;I do not know.;2;2;2;55.14;71.496;73.064;6;I do not know;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;1;2.693;31.742;38.001;3;I do not know.;2;;60f83b167c76803d88b92d53;321;1;1;;
06/05/2022 18:18;06/05/2022 18:22;0;104.185.158.46;100;252;1;06/05/2022 18:22;R_3ISKaLyR37b8E05;;;;;33.1177;-96.6791;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.978;34.65;37.999;11;He and his wives practice polygamy;1;1;1;2.72;26.84;27.078;6;The ball strikes some object or surface that makes the ball come back;1;1;1;3.062;3.79;9.283;3;The street is well lit;1;1;4;1;15.911;17.812;33.344;2;A card costs 5 dollars and driver does not give change;2;;605ff0746397c26c436b88af;252;0;;1;
06/05/2022 18:16;06/05/2022 18:22;0;47.24.244.21;100;395;1;06/05/2022 18:22;R_1mgRAx8M9PETC43;;;;;38.5317;-89.9988;anonymous;EN;1;;;I pay attention;1;10.181;42.434;75.988;15;He is a marriage officiate;1;2;1;1.071;16.249;31.998;5;She just hit it and let it fall to her;1;1;1;0.949;71.735;77.846;21;I do not know;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;611e0d3c67d86e1ff9f58428;395;1;1;;
06/05/2022 18:22;06/05/2022 18:22;0;73.123.134.78;100;25;1;06/05/2022 18:22;R_ULK4Mlhtgohh8dP;;;;;42.991;-71.4891;anonymous;EN;1;;;I pay attention ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5c3a958d48ad2900017f6817;25;;;;
06/05/2022 18:19;06/05/2022 18:23;0;152.44.186.203;100;218;1;06/05/2022 18:23;R_21hdobSWpIS1CEl;;;;;45.5288;-122.6821;anonymous;EN;1;;;I pay attention;1;17.156;17.156;32.848;1;He is a wedding officiant;1;4;4;45.16;45.16;49.401;1;I do not know;2;5;3;15.891;15.891;20;1;It was daytime;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;62695f1f2dc1eb2020db272e;218;1;1;;
06/05/2022 18:21;06/05/2022 18:24;0;162.199.16.99;100;171;1;06/05/2022 18:24;R_p4biY0hr1CII8Nz;;;;;29.8973;-95.6463;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;23.73;23.73;26.442;1;I do not know;2;4;4;27.999;27.999;31.917;1;I do not know;2;5;6;1.226;1.226;23.247;1;The clutch made a sound;2;4;3;2;;;;;;;;5ed88b61ff2fef399ca66d92;171;0;;1;
06/05/2022 18:18;06/05/2022 18:24;0;73.210.181.129;100;388;1;06/05/2022 18:24;R_1OJL5PgHGG1uHZa;;;;;41.8388;-87.7891;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.494;1.494;12.266;1;he is the priest ;1;1;1;1.291;1.291;21.565;1;she hit the tennis ball at a wall ;1;4;2;1.988;49.255;50.429;4;she used the street lights to see it;1;1;1;1;1.432;63.417;63.942;2;I do not know;2;;60fcdb6cf1d45f7a16312fc7;388;0;;1;
06/05/2022 18:16;06/05/2022 18:24;0;50.206.89.210;100;497;1;06/05/2022 18:24;R_1i2JGITaDj7wDFI;;;;;38.8768;-104.812;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;38.209;38.209;47.638;1;He is a preacher and performed the ceremonies;1;1;1;29.709;29.709;42.872;1;The ball hit the net and then returned to her;1;4;1;48.869;68.468;88.097;3;shiny buckles;1;2;1;1;22.565;22.565;30.745;1;The driver knows that passenger;1;;6108595b7ab347012db80f09;497;0;;1;
06/05/2022 18:19;06/05/2022 18:24;0;76.206.207.22;100;303;1;06/05/2022 18:24;R_2X4mP1uVatV861t;;;;;33.2109;-117.2232;anonymous;EN;1;;;I pay attention;1;13.142;89.651;99.841;2;He's of a different religion that allows polygamy and in a state with no laws against it. ;2;7;1;29.832;29.832;43.087;1;She hit it straight up and waited for gravity to do its job. ;1;1;1;43.179;43.179;60.123;1;Jen is blind and goes by feel, she had no need for vision. ;2;7;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5dd2f7403c4937312433cc11;303;1;1;;
06/05/2022 18:17;06/05/2022 18:25;0;174.130.215.108;100;470;1;06/05/2022 18:25;R_qWrUtp1lQ3GND6V;;;;;37.6112;-93.414;anonymous;EN;1;;;I pay attention;1;26.845;48.285;63.838;3;He is the priest;1;1;2;30.573;30.573;48.51;1;She hit the ball straight up into the air.;1;1;2;27.931;27.931;116.108;1;It was daytime;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;26.118;26.118;86.331;1;The passenger does not hold out their hand for the change and does not choose a seat.;2;;58295846e41098000132a1f9;470;1;1;;
06/05/2022 18:18;06/05/2022 18:25;0;68.238.22.155;100;454;1;06/05/2022 18:25;R_3RwNeY9umx0NNE8;;;;;36.7969;-76.1797;anonymous;EN;1;;;I pay attention;1;14.678;14.678;37.311;1;He is a minister or someone like that.;1;1;2;56.331;56.331;73.8;1;It must be attached somehow.;2;4;6;71.176;71.176;85.07;1;It was daytime.;1;2;6;;;;;;;;;;;;;;;;;;;;;;;;;1;64.424;64.424;78.695;1;he was paying for 5 people.;2;;5c38f43bb594c40001212d39;454;1;1;;
06/05/2022 18:24;06/05/2022 18:25;0;99.69.48.63;100;83;1;06/05/2022 18:25;R_tVRM1SYd2nINnMJ;;;;;35.474;-80.8729;anonymous;EN;1;;;I pay attention;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61085df762ade24892b6fb01;83;;;;
06/05/2022 18:21;06/05/2022 18:26;0;65.24.117.49;100;254;1;06/05/2022 18:26;R_2P4Psb3TbEexSax;;;;;39.9401;-82.8965;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;9.011;23.645;30.514;2;He is the pastor, so he ordained their marriages. ;1;6;6;2.375;30.083;49.546;3;Denise is playing table tennis.;2;4;4;7.884;7.884;39.393;1;The moonlight reflected off of its surface, illuminating the clutch.;1;1;4;2;;;;;;;;5cab4ce7fc216d0016162830;254;0;;1;
06/05/2022 18:24;06/05/2022 18:26;0;128.6.36.146;100;163;1;06/05/2022 18:26;R_RxIwf2Psk6zzRCx;;;;;40.488;-74.4544;anonymous;EN;1;;;I pay attention;1;17.852;21.452;23.443;2;I do not know.;3;2;2;2.17;2.17;5.544;1;I do not know.;2;6;6;25.773;27.64;31.481;2;I do not know.;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f850c99d40bfe1f29078e69;163;1;1;;
06/05/2022 18:20;06/05/2022 18:27;0;24.102.207.24;100;416;1;06/05/2022 18:27;R_29cRaLQGVxNEm1o;;;;;40.8325;-75.7014;anonymous;EN;1;;;I pay attention;1;15.709;15.709;32.326;1;he was a preist;1;2;2;13.47;13.47;52.516;1;she hit the ball straight up;1;6;5;23.327;30.2;32.326;2;It was daylight;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;1;27.501;27.501;43.949;1;because he gave him 5 one dollar bills;1;;60ff2c3d915d23318b73ae8d;416;1;1;;
06/05/2022 18:06;06/05/2022 18:27;0;23.121.0.33;100;1258;1;06/05/2022 18:27;R_7Qfr1W9qaq0uqnT;;;;;29.8875;-90.0337;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;337.602;337.602;346.344;1;i do not know;2;4;4;9.867;9.867;28.095;1;shes hitting it to the wall;1;4;4;327.007;327.007;364.324;1;it was shiney;1;4;5;2;;;;;;;;5b6f73c4086b4600018c0636;1258;0;;1;
06/05/2022 18:23;06/05/2022 18:28;0;73.136.124.33;100;259;1;06/05/2022 18:28;R_qLxcqpYElJwbYu5;;;;;29.7223;-95.6285;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;2.739;29.11;29.54;2;I do not know;3;4;6;1.623;1.623;17.86;1;luck;2;4;4;2.341;3.251;39.844;2;I do not know;2;5;4;1;1.18;1.18;21.143;1;cheaper;2;;611d85b8b1ac775929e67b1b;259;0;;1;
06/05/2022 18:19;06/05/2022 18:28;0;104.136.195.4;100;566;1;06/05/2022 18:28;R_2B8QjV3CM99zKCF;;;;;27.893;-82.5074;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;15.744;66.978;118.242;2;I don't know...may be he is a priest;2;1;7;22.217;78.532;164.874;2;it means that it went to the opposite direction, that means the ball came back to her... probably it hit something;1;7;7;22.725;22.725;87.224;1;clutch bags are usually not that small, so it will be easy to find it, even someone can bump into it;2;1;7;2;;;;;;;;5e0e66a56f6c635d77604a81;566;0;;1;
06/05/2022 18:26;06/05/2022 18:29;0;173.17.95.199;100;174;1;06/05/2022 18:29;R_1HiSwQpLSVryCPs;;;;;30.3659;-86.2458;anonymous;EN;1;;;I pay attention;1;7.765;7.765;21.726;1;He is the clergy or judge;1;4;4;11.836;11.836;25.146;1;She hit the ball straight up;1;4;4;15.374;46.6;46.641;2;She knew where she dropped it and was already adjusted to the light conditions;2;6;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f1f08e1443fd9089b8ab257;174;1;1;;
06/05/2022 18:14;06/05/2022 18:29;0;68.230.24.133;100;935;1;06/05/2022 18:29;R_2BrZXH0RVaEMHfa;;;;;32.2123;-110.879;anonymous;EN;1;;;â€œI pay attentionâ€;1;;;;;;;;;;;;;;;;;;;;;;;;;146.301;194.598;213.471;4;Polygamy marriages;1;7;7;102.574;102.574;117.843;1;Racquetball ;2;6;5;97.369;97.369;131.038;1;With the street lights on;1;6;6;1;77.271;77.271;100.095;1;Heâ€™s already used 4 bus rides ;2;Survey was fun and easy to follow. Thank you.  :);622a5cc9dbee83288258ed00;935;0;;1;
06/05/2022 18:27;06/05/2022 18:30;0;68.62.56.123;100;162;1;06/05/2022 18:30;R_23gbAf94qXGXPiQ;;;;;42.7367;-84.4758;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;5.137;6.836;10.525;4;he is a pastor;1;2;2;12.18;25.511;27.893;2;It hit a wall;1;4;2;8.061;22.653;31.601;3;by the strap;2;2;2;2;;;;;;;;5a28bf2b8766a40001900b24;162;0;;1;
06/05/2022 18:25;06/05/2022 18:30;0;100.19.107.249;100;266;1;06/05/2022 18:30;R_3QKpMd2zvuzrrFP;;;;;39.8235;-75.7672;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;19.341;19.341;21.372;1;I do not know;2;1;1;42.518;45.096;49.704;3;I do not know;2;6;4;16.659;18.213;20.83;3;I do not know;2;4;4;2;;;;;;;;5ba286e8821f7600011d09f2;266;0;;1;
06/05/2022 18:27;06/05/2022 18:30;0;73.87.136.84;100;224;1;06/05/2022 18:30;R_2dK0LBALwDnb7gR;;;;;38.8155;-77.1205;anonymous;EN;1;;;I pay attention;1;23.578;23.578;26.935;1;he is the priest;1;6;6;27.804;27.804;32.848;1;she hit it straight up;1;6;5;21.591;21.591;27.257;1;the moon reflected off of it;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;1;24.772;24.772;28.073;1;I do not know;2;fun, thank you!;5f989fa02b5a611b2df1a305;224;1;1;;
06/05/2022 18:27;06/05/2022 18:31;0;172.58.207.9;100;235;1;06/05/2022 18:31;R_2wQU7ephZVv5w6x;;;;;40.0345;-75.1193;anonymous;EN;1;;;I pay attention;1;19.93;19.93;44.789;1;Hes a minister ;1;7;7;14.781;14.781;19.533;1;I do not know;3;1;1;32.546;32.546;37.122;1;I do not know;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;6110b51bf43f377f957c80df;235;1;1;;
06/05/2022 18:29;06/05/2022 18:32;0;174.28.99.37;100;204;1;06/05/2022 18:32;R_27wHfJPGH5GomQ9;;;;;35.0813;-106.6212;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;9.226;9.226;17.63;1;Polygamy ;1;5;5;16.315;16.315;24.284;1;She hit the ball at a wall;1;5;6;14.343;14.343;19.747;1;The streetlight;1;5;5;2;;;;;;;;5f4ffd23a448d714fa6685e1;204;0;;1;
06/05/2022 18:30;06/05/2022 18:32;0;216.243.61.84;100;174;1;06/05/2022 18:32;R_Z98Sy5ITcIwstNf;;;;;47.6631;-122.3029;anonymous;EN;1;;;"""I pay attention""";1;19.76;19.76;26.74;1;He married other men to these women;1;5;7;26.47;26.47;42.709;1;I do not know;2;7;7;19.276;19.276;25.05;1;the clutch fell on her shoes;2;5;7;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5ee58dc80d29732d11277f16;174;1;1;;
06/05/2022 18:28;06/05/2022 18:33;0;174.255.1.143;100;243;1;06/05/2022 18:33;R_1GJj3MHIrBXz4nb;;;;;37.751;-97.822;anonymous;EN;1;;;I pay attention;1;8.702;8.702;15.44;1;He is a priest. ;1;6;1;30.415;30.415;40.436;1;I do not know. ;2;1;5;20.133;35.958;36.736;3;With her feet. ;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;1;15.502;31.65;32.231;2;Because he was given 5 dollars. ;1;;61fa947a5719bc09cb834f5b;243;1;1;;
06/05/2022 18:30;06/05/2022 18:33;0;70.179.223.38;100;176;1;06/05/2022 18:33;R_2XoO9NBHtCuvyPv;;;;;37.737;-97.2514;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;7.829;7.829;30.831;1;The man lives in an area where polygamy is allowed.;1;5;2;19.754;19.754;27.1;1;She hit the tennis ball into a wall.;1;6;2;19.109;19.109;28.446;1;The full moon illuminated her clutch.;1;6;2;2;;;;;;;;5ad6b454a9ea0500019a087a;176;0;;1;
06/05/2022 18:29;06/05/2022 18:33;0;63.142.52.118;100;241;1;06/05/2022 18:33;R_1eKPCzQ6CD2pocc;;;;;30.6483;-88.2297;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;8.067;8.067;24.331;1;He's the preacher or the judge that administered the marriages;1;1;1;15.266;15.266;24.184;1;It hit a wall ;1;5;3;19.086;36.922;60.929;2;I don't know;2;4;1;1;21.992;21.992;29.534;1;He has a suitcase;2;none thanks!;614fb0525fadd60c7cb503cb;241;0;;1;
06/05/2022 18:20;06/05/2022 18:33;0;24.238.75.72;100;756;1;06/05/2022 18:33;R_1QLVUG7pWIfwGtd;;;;;41.0331;-75.1702;anonymous;EN;1;;;I pay attention;1;1.167;1.167;43.794;1;he was the priest or whatever who married them (he himself is not married to all those women);1;2;2;0.942;122.396;125.972;2;i dont know;2;4;3;1.259;1.259;60.301;1;she saw the gleam of the metal part of the clutch;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1.432;370.667;399.496;2;i dont know;3;no;60fed4a51b41974258558dbe;756;1;1;;
06/05/2022 18:28;06/05/2022 18:33;0;32.209.209.51;100;298;1;06/05/2022 18:33;R_22mPwm2cwzUiake;;;;;41.1682;-73.2689;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;53.296;53.296;71.133;1;He is a polygamous man;1;7;4;25.061;25.061;51.441;1;It bounced off a wall and came back to her.;1;4;1;12.156;12.156;61.6;1;The clutch has some sort of writing on it that would differentiate it from the road.;2;1;1;2;;;;;;;;5ee3ebd469bfc40cd94f8f36;298;0;;1;
06/05/2022 18:20;06/05/2022 18:34;0;47.212.117.132;100;840;1;06/05/2022 18:34;R_1KpE7Dau7j64bF6;;;;;35.5326;-77.3946;anonymous;EN;1;;;I pay attention;1;53.057;73.288;77.242;2;He's a polygamist;2;5;1;51.878;51.878;62.817;1;Gravity makes it come down;2;4;1;38.72;39.614;47.782;3;A car drove by;2;6;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5af12b37aec2b600010a8f4c;840;1;1;;
06/05/2022 18:31;06/05/2022 18:34;0;73.121.146.79;100;164;1;06/05/2022 18:34;R_3M6fVGpKzzzz1TY;;;;;36.6542;-80.9077;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.115;1.115;24.84;1;Not possible;2;5;4;1.166;1.166;29.075;1;The wind was blowing;1;6;6;0.813;0.813;26.354;1;Same color as the asphalt;2;5;4;2;;;;;;;;60858334390f28f5a4fb79d3;164;0;;1;
06/05/2022 18:30;06/05/2022 18:34;0;207.157.90.2;100;232;1;06/05/2022 18:34;R_1n1Nk71jV2Q9a8v;;;;;31.458;-86.9258;anonymous;EN;1;;;i pay attention;1;24.357;24.357;33.943;1;he is a preacher ;1;4;7;22.636;22.636;29.72;1;she hit it straight up;1;5;7;24.747;35.653;52.269;10;because her vision had adjusted to low light;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;615dea6b6dd38b4c0f86e515;232;1;1;;
06/05/2022 18:30;06/05/2022 18:34;0;24.243.145.164;100;256;1;06/05/2022 18:34;R_2rjECGntNqYORSv;;;;;30.3023;-97.6914;anonymous;EN;1;;;I pay attention;1;67.068;68.364;71.541;3;I do not know;2;6;7;20.348;20.348;72.524;1;she puts a spin on it ;2;6;3;22.21;22.21;35.967;1;I do not know;2;7;6;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c748b9188fdc20017c60436;256;1;1;;
06/05/2022 18:29;06/05/2022 18:34;0;98.169.74.19;100;326;1;06/05/2022 18:34;R_b8wRS0cve6EFnfb;;;;;38.8208;-77.4563;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;21.5;21.5;51.8;1;He and the women were drunks and don't remember that they were married.;2;4;4;40.2;40.2;61.8;1;She hit it at another tennis player who hit it back to her.;2;4;4;22.5;32.2;34.3;2;She dropped it on her shoe/foot;2;4;4;1;34;34;57.5;1;He's a regular who always buys the card;1;I have no comments.;5dd6d2d11228d9667276c3b7;326;0;;1;
06/05/2022 18:32;06/05/2022 18:35;0;65.184.213.10;100;174;1;06/05/2022 18:35;R_3nkKMLkncAtDM2K;;;;;34.8965;-76.8869;anonymous;EN;1;;;I pay attention;1;12.047;17.591;20.064;2;I do not know;2;5;4;1.561;10.387;15.813;2;I do not know;2;4;4;17.727;17.727;23.943;1;She could feel it;2;6;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5dc61266dbf82047e9a63610;174;1;1;;
06/05/2022 18:32;06/05/2022 18:35;0;104.230.209.214;100;185;1;06/05/2022 18:35;R_1IXciI21mzlNfvK;;;;;40.0818;-82.9665;anonymous;EN;1;;;i pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;9.287;29.048;29.594;2;He is a priest or someone who can marry other people;1;4;1;16.455;16.455;30.543;1;Denise hit the ball against the wall;1;7;4;25.034;25.491;42.969;2;There were other color in the clutch other then black;2;4;1;2;;;;;;;;60c51d3fa6f9b28248d101b0;185;0;;1;
06/05/2022 18:31;06/05/2022 18:35;0;71.120.147.137;100;281;1;06/05/2022 18:35;R_3LaHbw9FUfUynvA;;;;;36.7969;-76.1797;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;3.934;10.076;58.045;3;He is someone who can perform marriage ceremonies.;1;6;4;21.5;21.5;42.819;1;She hit it against a wall.;1;1;3;9.755;9.755;19.742;1;The leather was shiny.;1;3;1;2;;;;;;;;5f01b9892b6ad501d933a117;281;0;;1;
06/05/2022 18:32;06/05/2022 18:36;0;24.0.222.109;100;223;1;06/05/2022 18:36;R_2qeDwBNnl0uWuib;;;;;39.9111;-74.1469;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.443;1.443;18.249;1;The man officiating the weddings;1;4;2;1.922;1.922;30.51;1;She hit the tennis ball into a wall, forcing it to come back to her;1;1;2;2.177;2.177;43.866;1;There were street lamps illuminating the road;1;1;2;1;2.267;2.267;30.965;1;The bus was at the end of its route and not traveling anywhere;2;;5dc807ff27a267592c6129f5;223;0;;1;
06/05/2022 18:32;06/05/2022 18:36;0;129.49.105.228;100;207;1;06/05/2022 18:36;R_9ufKUOuSSsUAbgl;;;;;40.8108;-73.3667;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;17.916;25.683;34.91;2;He is the judge that performs the ceremonies.;1;2;2;8.763;8.763;19.123;1;The person on the other side would return the ball;2;2;2;10.088;10.088;16.728;1;I do not know.;2;2;2;1;14.316;14.316;19.757;1;the passenger is alone;2;;611c4b67ef5ef50313395ffb;207;0;;1;
