StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Q2.1,Q2.2,Q3.1_attention,Q4.2_understanding,11_Q5.1_First Click,11_Q5.1_Last Click,11_Q5.1_Page Submit,11_Q5.1_Click Count,11_answer,11_solved,11_insight,11_sharing,12_Q5.1_First Click,12_Q5.1_Last Click,12_Q5.1_Page Submit,12_Q5.1_Click Count,12_answer,12_solved,12_insight,12_sharing,15_Q5.1_First Click,15_Q5.1_Last Click,15_Q5.1_Page Submit,15_Q5.1_Click Count,15_answer,15_solved,15_insight,15_sharing,14_time_First Click,14_time_Last Click,14_time_Page Submit,14_time_Click Count,14_answer,14_solved,14_insight,14_sharing,16_time_First Click,16_time_Last Click,16_time_Page Submit,16_time_Click Count,16_answer,16_solved,16_insight,16_sharing,40_time_First Click,40_time_Last Click,40_time_Page Submit,40_time_Click Count,40_answer,40_solved,40_insight,40_sharing,implicit_motivation,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition,FL_5_DO_FL_27,FL_5_DO_FL_30
2022-04-27 17:59:23,2022-04-27 18:10:00,0,72.238.67.238,100,637,1,2022-04-27 18:10:01,R_Q4fvH7SvrLBjLb3,,,,,28.4883,-81.4061,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,88.053,88.053,96.459,1,I do not know,2,3,3,56.718,56.718,63.451,1,16,2,7,6,135.978,175.679,204.396,2,Fill up only 86L of the 99L,2,5,6,2,,,,5db2015c490e3d0009c4dc5e,637,0,,1
2022-04-27 18:06:30,2022-04-27 18:10:20,0,207.235.148.246,100,230,1,2022-04-27 18:10:20,R_9YNZHvX405y0gMx,,,,,32.9346,-96.5544,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,22.961,22.961,30.891,1,I do not know.,2,1,1,13.493,13.493,19.587,1,I do not know.,2,1,1,18.162,73.623,78.469,3,I do not know.,2,1,1,2,,,,605504fc7a5a699c16ae8b4d,230,0,,1
2022-04-27 18:04:08,2022-04-27 18:10:29,0,64.183.215.26,100,380,1,2022-04-27 18:10:29,R_3HZ90qNT3HI2Uo4,,,,,32.6875,-96.9041,anonymous,EN,1,,,"I pay attention ",1,49.802,59.52,67.817,2,I do not know,2,3,2,23.241,24.091,36.506,2,She just hit it straight up,1,2,4,60.908,80.524,93.238,2,It landed on the sidewalk?,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,5f93bc9cdda8a01a8fdba87c,380,1,1,
2022-04-27 18:02:00,2022-04-27 18:10:32,0,172.73.160.194,100,512,1,2022-04-27 18:10:33,R_3pf3xPO40myeBLb,,,,,35.3193,-80.7456,anonymous,EN,1,,,I pay attention,1,17.097,17.097,30.016,1,"because he is preacher who performs wedding services ",1,1,2,56.718,56.718,66.523,1,she hit the ball with the racket straight into the air,1,1,1,33.005,51.953,68.289,2,because it wasnt night time she could see the clutch,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,hes a regular and always asks for the card,2,none thanks,58ba380f4cdfd90001778021,512,1,1,
2022-04-27 17:48:01,2022-04-27 17:55:33,0,172.58.35.14,100,451,1,2022-04-27 18:10:34,R_1giqBqqYVmrDiRK,,,,,38.6353,-121.4558,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,46.971,74.704,84.462,2,I do not know,2,4,2,27.704,77.384,78.032,3,I do not know,2,4,2,27.324,27.324,32.933,1,I do not know,2,4,2,2,,,,5da09b682c34420016ae6c69,451,0,,1
2022-04-27 18:00:27,2022-04-27 18:10:41,0,98.29.29.16,100,613,1,2022-04-27 18:10:41,R_tWJVUifzRvsvoel,,,,,39.6438,-84.1743,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,84.048,84.048,238.32,1,"heart, diamond, spade",1,1,3,12.926,12.926,18.068,1,16,2,3,1,153.524,153.524,158.938,1,I don't know,2,7,3,2,,,,626810ad271afa9ad1c19e33,613,0,,1
2022-04-27 18:00:45,2022-04-27 18:10:53,0,71.77.202.130,100,608,1,2022-04-27 18:10:53,R_2PChrJLgAg6yfE8,,,,,33.9654,-78.0359,anonymous,EN,1,,,I pay attention,1,50.966,51.951,65.682,2,he's a justice of the peace or a minister,3,5,2,29.09,29.09,37.781,1,She hit it straight up,1,3,1,30.891,30.891,35.956,1,it was daylight,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,a sign states this,2,The first one I didn't think of a priest but thought it could be a Justice of the Peace or a minister.,5c28d3540091e40001ca581e,608,1,1,
2022-04-27 18:09:16,2022-04-27 18:11:10,0,70.171.51.102,100,113,1,2022-04-27 18:11:10,R_1JIUejdf4pWwU5t,,,,,29.6138,-82.386,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,1.078,1.078,8.757,1,I do not knwo,3,5,5,0.825,0.825,6.187,1,I don not know,2,6,5,0.855,0.855,26.596,1,3 time 25L an 1 time 11L,1,6,7,2,,,,5a1980eb5d06850001b00d84,113,0,,1
2022-04-27 18:06:04,2022-04-27 18:11:39,0,12.90.46.74,100,334,1,2022-04-27 18:11:39,R_OOSYxlvZPc0PoJj,,,,,32.9103,-96.7283,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,58.796,58.796,68.387,1,"Heart, diam, spade",1,2,2,16.381,34.775,37.44,2,31,1,1,4,120.101,120.101,133.6,1,3x25 + 11,1,1,3,2,,,,5c8541b79c5a3000016b2597,334,0,,1
2022-04-27 18:08:01,2022-04-27 18:12:16,0,107.77.196.99,100,255,1,2022-04-27 18:12:17,R_1MWbVGgenoxpFt5,,,,,32.7797,-96.8022,anonymous,EN,1,,,I pay attention,1,16.118,16.118,20.393,1,I do not know,2,7,5,47.441,47.441,65.57,1,She hit it straight up with spin,1,2,4,60.466,60.466,64.582,1,I do not know,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5ef02a29cb94ad54375691e7,255,1,1,
2022-04-27 18:09:37,2022-04-27 18:13:45,0,72.71.224.14,100,247,1,2022-04-27 18:13:45,R_1BUZ4FNxxEOG5IN,,,,,44.4822,-71.194,anonymous,EN,1,,,I pay attention,1,18.934,18.934,23.453,1,I do not know,3,2,1,24.695,24.695,29.52,1,I do not know,2,5,5,22.428,31.52,39.188,2,kicked it with her foot?,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,1,"I do not know ",2,"heh it was fun ",5fa7e86cbc1fcb592aa1ea7b,247,1,1,
2022-04-27 18:09:31,2022-04-27 18:14:14,0,108.238.189.63,100,282,1,2022-04-27 18:14:14,R_WoFgsDPLn9AzsMF,,,,,36.013,-84.2624,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,76.233,76.233,95.565,1,"Jack of Hearts, King of Diamonds, Queen of Spades",1,4,4,34.13,34.13,36.676,1,9,2,1,4,35.222,39.849,40.727,2,I do not know.,2,1,4,2,,,,5c2826f3065b1800015d1f42,282,0,,1
2022-04-27 18:04:53,2022-04-27 18:14:36,0,107.13.156.47,100,583,1,2022-04-27 18:14:36,R_uwgtEcAVvAWtrrj,,,,,35.9806,-78.8426,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,238.762,0,I do not know,2,1,5,63.896,63.896,68.878,1,5,2,1,2,99.242,99.242,124.425,1,"Use the 14L container, the 25L container twice and the 11L container twice",1,4,1,2,,,,57e91ff08dcd2c00014bea18,583,0,,1
2022-04-27 18:11:31,2022-04-27 18:14:38,0,24.53.190.85,100,186,1,2022-04-27 18:14:38,R_1Cmg3pigOT2sqhU,,,,,41.5398,-83.5894,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,20.535,20.535,26.613,1,I do not know,2,1,1,8.733,8.733,12.225,1,i do not know,3,1,1,29.526,29.526,35.77,1,i do not know,2,6,5,2,,,,6118277020a33a823a45c655,186,0,,1
2022-04-27 18:08:14,2022-04-27 18:15:12,0,73.230.74.117,100,417,1,2022-04-27 18:15:13,R_28MoXu5uOxd3zrm,,,,,40.7957,-77.8618,anonymous,EN,1,,,I pay attention,1,9.836,9.836,17.043,1,He's a priest,1,1,1,44.58,44.58,57.261,1,She hit it upwards and gravity happened,1,4,1,88.263,88.263,96.452,1,I have no clue what a clutch is...,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,He also had singles in his hand,2,,5cedd9f0d718b200018e141c,417,1,1,
2022-04-27 18:12:15,2022-04-27 18:15:13,0,100.10.86.249,100,178,1,2022-04-27 18:15:14,R_2qpHgtrkTnKPEAe,,,,,41.874,-71.3844,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,27.402,27.402,31.074,1,I do not know,3,1,1,1.101,1.101,8.3,1,I do not know,2,4,2,1.473,1.473,56.304,1,Pour out 13 L from the 99L container.,2,1,1,2,,,,5c23c03889f035000173d7d7,178,0,,1
2022-04-27 18:14:15,2022-04-27 18:15:27,0,174.30.168.137,100,71,1,2022-04-27 18:15:27,R_2AFpr58N9SHsgih,,,,,31.0065,-97.8406,anonymous,EN,1,,,"I pay attention ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bad1bebeb075f0001000339,71,,,
2022-04-27 18:11:45,2022-04-27 18:15:42,0,69.250.69.8,100,237,1,2022-04-27 18:15:42,R_1jv8Qubl6FCz25f,,,,,39.2514,-76.7979,anonymous,EN,1,,,I pay attention,1,0.862,52.659,56.753,5,He lives somewhere that allows for polygamy.,3,1,1,0.968,17.281,24.131,3,I do not know.,2,6,6,0.94,72.946,75.904,12,I do not know.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5bbfbdfd6b5f720001b7dd15,237,1,1,
2022-04-27 18:12:08,2022-04-27 18:15:50,0,74.105.197.29,100,222,1,2022-04-27 18:15:51,R_3iW51uciScMHmch,,,,,40.7873,-74.3211,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,34.72,34.72,40.313,1,I do not know.,3,1,1,7.772,7.772,19.139,1,16,2,4,3,8.633,8.633,43.531,1,I do not know.,2,7,7,2,,,,6136c93fb606f28f56edc299,222,0,,1
2022-04-27 18:08:45,2022-04-27 18:15:53,0,96.5.241.149,100,427,1,2022-04-27 18:15:54,R_1ifHgyl8FQCtYpL,,,,,30.132,-81.7726,anonymous,EN,1,,,I pay attention,1,12.813,37.7,38.416,2,He is the officiant of the weddings (a pastor or priest).,1,1,2,71.051,71.706,82.846,2,She hits it straight up.,1,2,2,0.057,107.836,110.773,3,I do not know.,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know.,2,,5fe23e36a85a245ac834df4d,427,1,1,
2022-04-27 18:13:00,2022-04-27 18:16:08,0,73.43.52.191,100,187,1,2022-04-27 18:16:09,R_3RxxFuJ4Wk1959N,,,,,33.4125,-84.3012,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,10.702,10.702,19.014,1,I do not know,2,4,5,10.391,12.646,16.227,3,I do not know,3,1,3,6.895,10.935,11.724,3,I do not know,3,1,4,2,,,,5f99dc7d9663010ba49b52fa,187,0,,1
2022-04-27 18:10:16,2022-04-27 18:16:13,0,73.80.250.10,100,357,1,2022-04-27 18:16:13,R_1IBgOPAVqjFH7KI,,,,,39.6999,-74.2633,anonymous,EN,1,,,I pay attention,1,16.064,35.131,39.398,2,i do not know,2,7,6,17.376,17.376,22.989,1,she put a spin on the ball,2,6,6,14.201,14.201,29.018,1,the stars lit the way,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,i do not know,2,no,6234ab6c48539b0da7787118,357,1,1,
2022-04-27 18:14:13,2022-04-27 18:16:17,0,216.15.39.4,100,123,1,2022-04-27 18:16:17,R_2b2FXGkgtiQ5Xnx,,,,,39.109,-77.2489,anonymous,EN,1,,,"I pay attention ",1,1.301,1.301,17.043,1,he is the priest,1,6,4,2.788,3.652,37.424,2,i don't know,2,1,3,1.27,1.59,15.45,2,"it opened ",2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c113ae4b7fb2f00011a6b7e,123,1,1,
2022-04-27 18:12:25,2022-04-27 18:16:24,0,107.77.206.189,100,239,1,2022-04-27 18:16:24,R_3Ld2eLeUZGgch50,,,,,41.8764,-87.6133,anonymous,EN,1,,,I pay attention,1,1.317,48.241,63.731,3,Common Law,2,5,5,17.884,51.763,52.269,3,Tied to the racket or hit it into the air,1,5,5,9.94,30.48,54.966,4,With her eyes and seeing the shape,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5d093225d72034000141f215,239,1,1,
2022-04-27 18:13:55,2022-04-27 18:16:36,0,24.55.131.30,100,161,1,2022-04-27 18:16:37,R_238oMxeK7Da9w6M,,,,,40.963,-74.7532,anonymous,EN,1,,,I pay attention,1,11.555,11.555,20.024,1,He is a priest,1,2,1,12.615,12.615,25.294,1,She hit the ball up in the air,1,2,1,11.153,11.153,20.832,1,It was daytime,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c2772d7da85100001c8741d,161,1,1,
2022-04-27 18:11:28,2022-04-27 18:16:50,0,68.59.103.117,100,322,1,2022-04-27 18:16:50,R_brTzqemPh2ujo5z,,,,,30.1655,-85.7116,anonymous,EN,1,,,I pay attention,1,44.549,44.549,51.545,1,i do not know,2,6,7,52.004,52.004,58.588,1,i do not know,2,4,5,30.582,30.582,47.128,1,i do not know,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5e35a96ecf931055fb891c54,322,1,1,
2022-04-27 17:44:00,2022-04-27 18:17:02,0,192.181.204.203,100,1981,1,2022-04-27 18:17:02,R_2qC4IeQoialkCbq,,,,,38.0012,-84.5325,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,33.221,840.356,851.719,74,"Jack of diamonds, queen of hearts, king of spades",2,1,4,102.138,102.138,105.357,1,62,3,1,1,75.727,75.727,77.707,1,I do not know,2,3,4,2,,,,60c6365b90d7a7a0fb28f528,1981,0,,1
2022-04-27 18:13:54,2022-04-27 18:17:21,0,76.177.108.148,100,207,1,2022-04-27 18:17:22,R_xmWfGp8IB6nrlJL,,,,,37.9851,-84.1724,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,9.298,9.298,22.201,1,I do not know,2,1,1,7.977,7.977,51.706,1,31,1,1,1,18.867,18.867,43.098,1,I do not know,2,1,1,2,,,,612a5744ab67e0bc1b93dd8b,207,0,,1
2022-04-27 18:13:35,2022-04-27 18:17:21,0,76.86.214.44,100,226,1,2022-04-27 18:17:22,R_1ou0XFo3VqpRzxg,,,,,34.1794,-118.4313,anonymous,EN,1,,,I pay attention,1,42.631,42.631,46.232,1,I do not know,2,1,1,28.636,29.246,39.007,3,The wind blew it back,2,3,1,27.755,33.459,33.727,3,It was day time,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,58a5d58bb2a7180001f061d4,226,1,1,
2022-04-27 18:06:19,2022-04-27 18:17:38,0,68.106.86.157,100,679,1,2022-04-27 18:17:39,R_26hwu46zBiV2n8W,,,,,37.2555,-80.0531,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,136.235,136.235,145.949,1,I do not know,2,7,4,21.479,21.865,23.265,2,16,3,1,4,16.962,155.492,180.157,4,"Fill all, but the container 99L to 36L.",2,7,4,1,"Roast chicken, celery, lettuce",1,,61267e282a445af9eb95beae,679,0,,1
2022-04-27 18:12:42,2022-04-27 18:17:43,0,24.20.227.178,100,301,1,2022-04-27 18:17:43,R_3qVgVk5cozjG7jL,,,,,44.5319,-122.8865,anonymous,EN,1,,,I pay attention,1,25.122,52.804,59.755,2,He married a bunch of women couples together.,1,4,4,15.732,55.126,71.599,3,She hit it up and gravity brought it down.,1,6,4,6.633,60.01,65.052,3,I do not know,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5bca1efc1760a8000115bf5e,301,1,1,
2022-04-27 18:07:00,2022-04-27 18:17:45,0,174.55.253.213,100,645,1,2022-04-27 18:17:45,R_pfwToOGPnCBFtLz,,,,,41.1408,-77.444,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,225.532,225.532,228.301,1,I do not know.,1,7,1,0,0,11.372,0,31,1,3,2,0,0,177.69,0,Fill the 25L up and dump it in the 99 L container.  Do that 3 times to get 75L.  Then fill up the 11L and dump that in the 99L bucket that holds 75L.  Now you have 86L exactly.,1,5,2,1,"celery, lettuce",2,"In the card question, when it said something was to the left of the card, I thought it meant directly next to it on the left and not left in general.",57dd186e6598aa0001992616,645,0,,1
2022-04-27 18:15:26,2022-04-27 18:18:01,0,107.77.209.31,100,155,1,2022-04-27 18:18:02,R_UAvsI3rwtDCmfxT,,,,,41.8764,-87.6133,anonymous,EN,1,,,I pay attention,1,8.152,20.747,20.784,2,He’s a priest/person who marries people,1,1,2,40.842,40.842,43.501,1,I dont know,2,3,4,13.288,13.288,16.661,1,The sun was out,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5be49b6b01b0c8000191aa49,155,1,1,
2022-04-27 18:10:05,2022-04-27 18:18:04,0,76.5.106.169,100,479,1,2022-04-27 18:18:05,R_yOA8oH6100n3k9H,,,,,39.9281,-77.2885,anonymous,EN,1,,,I pay attention,1,8.75,11.337,48.023,2,He married them to other men because he is an officiant.,1,4,4,81.358,81.358,94.534,1,I do not know.,2,5,7,73.025,73.025,79.981,1,I do not know.,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know.,3,,603586b312863f6333cb8492,479,1,1,
2022-04-27 18:15:12,2022-04-27 18:18:24,0,172.58.175.84,100,192,1,2022-04-27 18:18:24,R_2dxR16YM8zv2WO2,,,,,28.5436,-81.3738,anonymous,EN,1,,,I pay attention,1,15.3,15.3,29.601,1,He is a pastor or priest.,1,5,6,13.836,13.836,21.071,1,I do not know,2,5,6,55.023,63.27,67.678,2,"I do not know ",2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5f29109240b4f4000bfd5a06,192,1,1,
2022-04-27 18:12:06,2022-04-27 18:18:34,0,75.138.114.180,100,387,1,2022-04-27 18:18:34,R_11YBGgdgXUs6SyW,,,,,35.0535,-82.0582,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,74.28,76.457,78.791,2,I do not know,3,1,1,19.193,19.193,25.391,1,16,3,1,1,22.382,22.382,51.079,1,25Lx3 + 11L,1,1,1,1,"roast beef, roast chicken, celery, and lettuce.",2,,601373dbd735b324b32818bd,387,0,,1
2022-04-27 18:14:55,2022-04-27 18:18:41,0,71.33.205.76,100,225,1,2022-04-27 18:18:41,R_OlLN6YUdAYCutrj,,,,,39.7321,-104.9555,anonymous,EN,1,,,I pay attention,1,23.945,23.945,33.801,1,Because he loves polygamy ?,2,6,6,7.284,7.284,16.461,1,"She won because it was windy and spring time ",2,5,5,21.228,43.341,43.383,2,Probably it was not as small as we thought it was and it was a moderate size where you can see the silhouette in the dark,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,,1,I don’t know,2,,610508c09d61c098f072605b,225,1,1,
2022-04-27 18:11:56,2022-04-27 18:18:41,0,172.81.163.42,100,405,1,2022-04-27 18:18:42,R_3Krorjsy0GNUms3,,,,,33.9441,-118.198,anonymous,EN,1,,,I pay attention,1,27.076,27.076,37.346,1,"he is a wedding officiant ",1,1,1,33.112,33.112,40.578,1,she hit it straight up,1,1,1,28.584,33.951,34.421,2,"it was daytime ",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,he i a child,3,He could have still wanted a five dollar ticket with five one dollar bills.,614f2de48a5fdf9347f1cd4e,405,1,1,
2022-04-27 18:10:31,2022-04-27 18:18:46,0,67.79.169.226,100,494,1,2022-04-27 18:18:46,R_3qyblpOR4DTG2Sd,,,,,28.0684,-82.7593,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,37.493,148.437,150.3,3,I do not know,2,2,1,1.357,1.357,30.924,1,31,1,1,1,1.471,15.775,120.953,2,Fill the 25 three times and empty into 99 then put one 14 into the 99,1,1,1,2,,,,546f8a9cfdf99b4a593414ea,494,0,,1
2022-04-27 18:13:07,2022-04-27 18:18:49,0,174.197.14.210,100,342,1,2022-04-27 18:18:50,R_1gj40irs4z10GPT,,,,,32.7797,-96.8022,anonymous,EN,1,,,I pay attention,1,15.573,15.573,43.38,1,He is a pastor who performed the marriages.,1,4,5,49.455,49.455,55.632,1,She hit it straight up,1,4,5,102.998,112.317,112.776,3,"it was daytime ",1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,they pay in one dollar bills,1,no,5e9e0798c8df731ba79182f1,342,1,1,
2022-04-27 18:14:20,2022-04-27 18:18:56,0,170.55.45.202,100,276,1,2022-04-27 18:18:56,R_stabmy2bfsRrNPH,,,,,26.139,-80.1214,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,17.422,17.422,24.197,1,I do not know,3,1,1,23.057,27.005,29.152,2,21,1,4,4,39.407,39.407,46.408,1,I do not know,2,1,1,1,"Roast chicken, celery,  lettuce",1,,60bf6a9a31d37cefa7b2a29b,276,0,,1
2022-04-27 18:11:04,2022-04-27 18:19:42,0,153.33.170.97,100,517,1,2022-04-27 18:19:42,R_1JFr5rNcaorz0XA,,,,,30.0821,-95.9841,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,77.025,278.595,282.962,11,I do not know,2,4,5,9.752,9.752,28.65,1,"8, I think",3,1,1,84.453,84.453,90.044,1,I do not know,2,7,6,2,,,,60073bbacd735e1dafaf493e,517,0,,1
2022-04-27 18:16:12,2022-04-27 18:20:11,0,73.113.4.64,100,238,1,2022-04-27 18:20:12,R_31i9HUsIX2o4VGi,,,,,36.0499,-83.9228,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,28.258,28.258,53.694,1,I don't know,3,1,1,19.827,19.827,26.392,1,I don't know,2,4,4,11.456,11.456,17.923,1,I don't know,3,1,1,2,,,,5f1f376f67f0051036338137,238,0,,1
2022-04-27 18:14:05,2022-04-27 18:20:13,0,98.48.34.5,100,368,1,2022-04-27 18:20:14,R_3kgItAv09hEwFy6,,,,,35.6565,-106.0105,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,108.93,108.93,116.901,1,i don't know,2,4,1,1.847,40.957,44.402,2,16,2,4,1,35.518,50.297,54.542,3,i do not know,3,1,1,2,,,,5dcae5f05b73eb7c6150d33f,368,0,,1
2022-04-27 18:08:11,2022-04-27 18:20:15,0,71.214.31.147,100,724,1,2022-04-27 18:20:16,R_WAw9v0PPOIPbKTv,,,,,28.6221,-81.3655,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,40.258,270.88,281.82,10,I do not know,2,6,6,41.585,52.564,54.062,3,35,2,5,2,42.59,126.336,148.256,5,"Fill the 25L 3 times, the 11L once.",1,4,2,2,,,,5f1f2c053dd3620d41353827,724,0,,1
2022-04-27 18:17:34,2022-04-27 18:20:30,0,72.239.75.235,100,175,1,2022-04-27 18:20:30,R_1OpNpSLgaP6FdRa,,,,,28.6623,-81.4136,anonymous,EN,1,,,I pay attention,1,26.999,26.999,31.944,1,I do not know,2,4,4,22.127,22.127,28.079,1,I do not know,2,4,4,14.599,14.599,48.404,1,I do not know,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,60fcbe2b7b4649ea3cec1ab3,175,1,1,
2022-04-27 18:03:05,2022-04-27 18:20:35,0,76.28.147.150,100,1049,1,2022-04-27 18:20:35,R_246OPLRWmLqL14R,,,,,47.203,-122.4882,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,32.829,431.359,456.169,9,King heart jack spade queen diamond,3,1,4,14.243,79.682,88.613,4,I do not know,3,1,1,80.238,152.972,159.582,7,3 x 25L + 11L into a 99L container,1,4,4,1,Roast chicke  celery lettuce,1,This made me feel incredibly stupid,60255cc2f0319509011ac0a8,1049,0,,1
2022-04-27 18:03:28,2022-04-27 18:20:37,0,74.73.141.28,100,1028,1,2022-04-27 18:20:37,R_poYjhhfa31ihnJ7,,,,,40.6078,-73.8215,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,821.146,821.146,827.72,1,I do not know,3,1,2,8.615,8.615,10.615,1,I do not know,3,1,1,50.696,52.074,54.62,2,I do not know,2,3,4,2,,,,55ac22cafdf99b6de2fa7ee2,1028,0,,1
2022-04-27 18:16:18,2022-04-27 18:20:46,0,172.58.141.238,100,268,1,2022-04-27 18:20:47,R_W3BXLOEQktonKj7,,,,,41.8986,-87.738,anonymous,EN,1,,,"I pay attention ",1,92.536,92.536,98.342,1,"I do not know ",2,1,1,23.816,23.816,29.858,1,"I do not know ",2,1,1,32.859,32.859,40.896,1,It fell on her foot,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5bb9ed46ecdd5e0001603021,268,1,1,
2022-04-27 18:12:09,2022-04-27 18:20:51,0,98.10.203.129,100,522,1,2022-04-27 18:20:51,R_2cdBDo51kXyBet6,,,,,43.114,-77.5689,anonymous,EN,1,,,I pay attention,1,11.568,69.993,82.797,4,The man is the justice of the peace who conducts wedding ceremonies. He used to be a Mormon but recently converted.,1,4,5,3.2,62.236,92.528,2,Denise hit the tennis ball straight up,1,5,5,1.393,1.393,100.219,1,Jen was a bat,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,none,5ce83f6ffdd26c00193b9611,522,1,1,
2022-04-27 18:15:06,2022-04-27 18:22:27,0,74.83.10.40,100,441,1,2022-04-27 18:22:27,R_3eqXfDfviYu1GeG,,,,,39.0697,-84.2916,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35.061,0,"I can't think of any at this time. ",2,1,7,0,0,14.385,0,1,2,1,7,0,0,151.622,0,"take sometime some out the 99l and then use the 11l, and then just add 3l. ",2,1,7,1,"I don't know ",2,"this was interesting ",5d9be99fdacf6100182bf254,441,0,,1
2022-04-27 18:19:19,2022-04-27 18:22:51,0,47.135.71.54,100,211,1,2022-04-27 18:22:51,R_DtMsRK9mID3wO9X,,,,,35.9188,-81.5403,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,22.351,22.351,29.07,1,I do not know,2,1,1,8.289,8.289,17.078,1,I do not know,2,2,1,33.037,33.037,59.402,1,I simply add water until the containers are full. No measuring required.,3,1,1,2,,,,5efc93cee5498304e29af363,211,0,,1
2022-04-27 18:13:05,2022-04-27 18:23:00,0,172.56.13.221,100,595,1,2022-04-27 18:23:01,R_YXFuNo3z78Te4BX,,,,,39.8499,-86.2649,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,98.182,205.233,215.57,10,"The left card is the jack of diamonds, in the center is the Queen of hearts and to the right is the king of spades.",2,1,5,29.855,29.855,38,1,32 matches.,2,3,4,34.554,34.554,96.747,1,"Use the 25L to dump into the 99L 3 times, then use the 11L to add to the 99L container.",1,3,1,2,,,,5c04f82fa3882600019926d7,595,0,,1
