StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Condition 1 (High) ,Condition 2 (Low),Q3.1_attention,Q4.2_understanding,1_time_First Click,1_time_Last Click,1_time_Page Submit,1_time_Click Count,1_answer,1_solved,1_insight,1_sharing,1_consume,2_time_First Click,2_time_Last Click,2_time_Page Submit,2_time_Click Count,2_answer,2_solved,2_insight,2_sharing,2_consume,3_time_First Click,3_time_Last Click,3_time_Page Submit,3_time_Click Count,3_answer,3_solved,3_insight,3_sharing,3_consume,4_time_First Click,4_time_Last Click,4_time_Page Submit,4_time_Click Count,4_answer,4_solved,4_insight,4_sharing,4_consume,5_time_First Click,5_time_Last Click,5_time_Page Submit,5_time_Click Count,5_answer,5_solved,5_insight,5_sharing,5_consume,6_time_First Click,6_time_Last Click,6_time_Page Submit,6_time_Click Count,6_answer,6_solved,6_insight,6_sharing,6_consume,implicit_motivation,time_First Click,time_Last Click,time_Page Submit,time_Click Count,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition
2023-05-11 11:20:14,2023-05-11 11:24:15,0,104.243.160.179,100,240,1,2023-05-11 11:24:15,R_Z3LmrzJnF85WqR3,,,,,31.7578,-93.0908,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.721,31.108,33.565,3,I do not know,2,1,1,1,2.08,2.08,14.862,1,I do not know,2,1,1,1,28.266,28.266,31.161,1,I do not know,2,4,1,1,2,,,,,,,,5d586fdc8200f50001f03a0e,240,0
2023-05-11 11:14:59,2023-05-11 11:24:19,0,73.67.3.138,100,560,1,2023-05-11 11:24:20,R_2rGUzYSchkkih9M,,,,,39.0518,-94.4046,anonymous,EN,1,,,I pay attention,1,78.625,78.625,87.399,1,I do not know.,2,7,7,6,55.186,55.186,65.079,1,I do not know,2,7,7,6,61.344,80.023,127.174,2,A car went by and the chain on her clutch glistened in the lights of the car,2,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.132,65.132,73.967,1,I do not know.,2,,5ede3d2ef7c9f9068776c4d2,560,1
2023-05-11 11:20:17,2023-05-11 11:24:22,0,174.207.106.71,100,245,1,2023-05-11 11:24:23,R_2D14qm8Eh8w1y0o,,,,,41.4866,-81.8037,anonymous,EN,1,,,"I pay attention ",1,23.856,23.856,37.227,1,"He is the priest who married them to other men ",1,5,3,6,60.811,60.811,65.87,1,"I do not know ",2,4,3,5,35.719,35.719,41,1,It had a strap,2,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5db741cc04b632000a9a9800,245,1
2023-05-11 11:17:48,2023-05-11 11:24:37,0,68.46.222.224,100,409,1,2023-05-11 11:24:38,R_2eb9LdCJ8hVcZPI,,,,,39.7436,-86.1158,anonymous,EN,1,,,I pay attention,1,19.397,42.906,46.894,3,He performs marriage ceremonies.,1,6,5,7,34.694,34.694,55.644,1,The ball was tethered to a large rubber bnad.,2,7,7,7,71.656,71.656,90.841,1,A car was passing by with lights on.,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.652,22.652,47.06,1,The passenger hold up 5 fingers.,2,,60bc8860d04f4ac80d319a5c,409,1
2023-05-11 11:15:20,2023-05-11 11:24:40,0,172.58.83.205,100,559,1,2023-05-11 11:24:41,R_3Ny9AJ2JQzW7Qtn,,,,,44.9985,-93.3029,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.745,4.745,30.783,1,He was the person conducting the weddings,1,1,1,3,36.865,36.865,62.502,1,"It depends on what you mean by turn around, but one solution is to hit it straight up in the air.",1,1,1,5,21.279,47.627,54.564,2,Either shiny leather or a clasp that reflected a street lamp/the moon/etc,1,1,1,4,1,13.349,57.087,59.423,2,The buses around here don't give change so it would be rude/mean to assume the passenger didn't want the card,1,"I'm not sure what you are looking for here, as these are not particularly clever puzzles.  Nor are the answers particularly satisfying.  No offense.",63316daa57747115376760da,559,0
2023-05-11 11:19:39,2023-05-11 11:24:42,0,71.117.159.10,100,303,1,2023-05-11 11:24:43,R_0p93fAjK9FEUKg9,,,,,41.6925,-71.5705,anonymous,EN,1,,,I pay attention,1,16.738,16.738,34.272,1,He is a priest or justice of the peace,1,6,5,6,21.143,21.143,32.474,1,She hit it against a wall,2,4,4,6,23.455,23.455,36.443,1,it was stuck in the ashfault,2,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.745,24.745,31.696,1,nope,2,,644f255ec4f58fe559261911,303,1
2023-05-11 11:16:59,2023-05-11 11:24:43,0,24.112.119.68,100,464,1,2023-05-11 11:24:44,R_1op7nII5wFFv7zW,,,,,31.2127,-82.3503,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.798,27.798,61.796,1,The man is an ordained minister and he married these women (couples) and none of the couples have gotten a divorce.,2,6,7,7,68.593,68.593,104.519,1,She hit her tennis ball off of an object that sent it back to her at 180 degrees.,1,2,6,4,39.042,39.042,67.07,1,Jen saw her clutch immediately as when she dropped it she looked at it (saw it ) to pick it back up.,2,4,4,7,2,,,,,,,,63faeccd22c0d2a8f1b9759e,464,0
2023-05-11 11:19:53,2023-05-11 11:24:57,0,23.126.68.224,100,304,1,2023-05-11 11:24:59,R_1oz5o2AKDRRZWbp,,,,,41.6055,-81.4654,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.879,55.823,64.365,4,He's a priest.,2,6,4,7,30.171,41.511,52.232,3,I do not know.,2,7,5,7,11.569,11.569,27.275,1,It had a silver clasp.,3,4,4,1,2,,,,,,,,5ea749a62b0def12811bd452,304,0
2023-05-11 11:20:33,2023-05-11 11:24:57,0,174.211.232.25,100,264,1,2023-05-11 11:24:59,R_2wuJpCjdXfScQJK,,,,,28.6344,-81.6221,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.699,24.066,24.937,4,Dont really know,2,7,6,7,35.598,35.85,47.9,2,She probably hit it against a wall,1,6,6,7,23.947,24.11,39.772,2,She would saw it on the floor,2,6,7,7,2,,,,,,,,64294cae8d5cae1b2ed48562,264,0
2023-05-11 11:20:58,2023-05-11 11:25:08,0,99.44.66.156,100,249,1,2023-05-11 11:25:09,R_1qe4o6kypnV9Zjm,,,,,33.7329,-118.2951,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.574,28.574,32.686,1,the rest died,3,4,5,4,1.52,142.873,143.191,2,one sided tennis,1,4,6,5,0.858,0.858,13.89,1,floor,2,4,4,5,2,,,,,,,,5fadeb340e10471fdeb5fbf5,249,0
2023-05-11 11:16:00,2023-05-11 11:25:08,0,174.164.162.67,100,548,1,2023-05-11 11:25:09,R_3lE0aUWwh7Fwft9,,,,,47.6631,-122.3029,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.311,11.311,33.296,1,He's a priest who officiates weddings.,2,6,4,5,2.49,2.49,62.036,1,She hit the ball and it hit a wall and came back to her,1,3,5,6,1.235,1.507,57.893,2,There were street lights on for her to see it.,1,5,5,6,1,1.069,94.589,134.437,2,Because the bus driver can give him a card if he provides money,2,,628e5f283594e1a48a04886f,548,0
2023-05-11 11:15:46,2023-05-11 11:25:11,0,97.118.210.118,100,564,1,2023-05-11 11:25:12,R_2w5BYaqdEsIgKmp,,,,,39.696,-105.0346,anonymous,EN,1,,,I pay attention,1,30.213,85.091,131.716,3,He is the judge.,1,1,1,7,42.009,166.029,175.623,4,I do not know,2,1,1,7,34.008,35.402,58.319,2,shadows from a cars headlights,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6150fb8383f88eae3e5c795a,564,1
2023-05-11 11:14:09,2023-05-11 11:25:15,0,73.116.164.48,100,665,1,2023-05-11 11:25:16,R_3oL7oPzSCr6LbkD,,,,,37.7353,-121.4403,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.949,54.252,54.567,5,All the women were faithful to the man and thus didn't divorce him.,1,2,4,6,46.835,89.689,92.785,5,There was another Tennis player that would hit the ball back at Denise.,1,2,2,6,38.235,38.235,80.271,1,Jen was looking at a mirror of herself and saw the clutch drop.,2,4,3,2,1,25.535,25.535,55.977,1,He gave him five dollars which means he wants multiple rides,2,,63f78d9a7a3d118594efff74,665,0
2023-05-11 11:16:28,2023-05-11 11:25:20,0,45.24.66.32,100,531,1,2023-05-11 11:25:21,R_1Nm3XEDESeCOXrc,,,,,32.7691,-96.6053,anonymous,EN,1,,,I pay attention,1,36.504,36.504,104.2,1,its her age,2,7,6,7,33.321,33.321,57.797,1,she hit it straight into the air,1,4,5,5,3.034,94.114,95.93,9,possibly from the metal on the strapes,2,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5e40b0eae8e4b32f3a3ebe6f,531,1
2023-05-11 11:20:05,2023-05-11 11:25:25,0,98.213.197.211,100,319,1,2023-05-11 11:25:26,R_BDpEnUIAMUgOvrb,,,,,42.2964,-89.0887,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71,69.71,77.421,1,I do not know,2,4,2,3,1.312,33.191,40.523,2,I do not know,3,1,1,1,1.232,14.213,22.146,2,I do not know,2,1,1,2,1,29.321,29.321,35.925,1,"Regular customers ",1,,64273a52b37434e3aff6d362,319,0
2023-05-11 11:18:13,2023-05-11 11:25:55,0,172.58.84.215,100,462,1,2023-05-11 11:25:56,R_3CtnpCMG6EhGS1H,,,,,44.9399,-93.2548,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.076,22.076,59.885,1,"He is the man that preformed the ceremonies, like the minister.",2,1,1,7,40.698,40.698,53.296,1,She hit it straight up,2,1,1,7,41.387,41.387,50.205,1,light of the moon,1,1,1,7,1,54.927,54.927,67.893,1,the driver doesnt give change,2,,608470c74942e7ffbe527dfc,462,0
2023-05-11 11:17:11,2023-05-11 11:26:17,0,71.86.103.215,100,546,1,2023-05-11 11:26:18,R_Td9HCNkVoce0mdz,,,,,33.0787,-83.2376,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.103,8.103,47.419,1,He's a justice of the peace or other person who performs marriages,2,1,1,7,15.894,39.51,47.601,4,She hit it against a wall,1,1,1,7,63.455,63.455,78.592,1,She dropped it on her foot,2,1,1,7,1,138.512,155.134,178.206,2,He got on with 4 friends,1,,5dcfcf3b070fdc0d5fd1952c,546,0
2023-05-11 11:19:06,2023-05-11 11:26:19,0,99.169.156.8,100,432,1,2023-05-11 11:26:19,R_27QKpBdxONBmezG,,,,,25.4931,-80.4344,anonymous,EN,1,,,I pay attention,1,24.75,24.75,47.717,1,There is no law against marrying 20 women,3,1,1,1,56.885,60.935,73.185,2,I do not know.,2,4,1,1,42.918,44.418,59.435,2,It was daytime,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6017ee441e8f20aa1fbfb114,432,1
2023-05-11 11:16:04,2023-05-11 11:26:23,0,68.13.158.17,100,619,1,2023-05-11 11:26:24,R_3nC3P67KVjkxMzQ,,,,,41.2612,-95.9354,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.094,11.094,20.782,1,He likes many women,1,2,4,6,4.191,16.085,35.173,2,She hit it against a surface,1,2,4,6,3.93,3.93,40.354,1,She saw her clutch bag right away because it was of a different textures and size.,2,7,7,6,1,7.973,21.472,23.263,2," The bus driver realizes that the passenger wants the card because if the passenger intended to pay for a single ride and receive change, they would have handed over the exact fare of one dollar instead of a five-dollar bill.",2,No comment,643391b41e914231722dd7ff,619,0
2023-05-11 11:15:47,2023-05-11 11:26:30,0,71.237.235.69,100,643,1,2023-05-11 11:26:31,R_11h0axOSfKoEwx2,,,,,45.4508,-122.7941,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.947,12.947,69.401,1,"He was an officiant at 20 weddings, where the 20 women each married another person. ",3,6,6,7,9.623,140.513,142.297,4,"This could occur if Denise hit the ball toward a wall perpendicular to the path of the ball. Said ball - if hit straight on with no spin on it - would bounce straight back to her, e.g. 180 degrees",1,6,5,7,27.036,27.036,95.791,1,"I see several possibilities, including that the clutch is made from shiny material such as patent leather to bright street lights that shoe an object sitting on the road. ",1,6,2,7,1,36.719,36.719,81.83,1,"Bus drivers don’t give change any place I’ve ever ridden one and that is quite a few cities as I’m a big fan of mass transit rather than renting a car. ",2,"I found this interesting. I think my answer to the issue of the man marrying 29 women equally plausible and I think mush more believable but oh well. ",6427900008199d029ec7a7d0,643,0
2023-05-11 11:20:33,2023-05-11 11:26:31,0,24.190.102.154,100,357,1,2023-05-11 11:26:32,R_3ncnnhfOJU4BESn,,,,,40.6914,-73.3728,anonymous,EN,1,,,I pay attention,1,9.365,9.365,21.654,1,The man is a wedding officiant or minister.,1,6,6,7,55.413,55.413,63.637,1,I do not know,2,3,2,2,85.334,85.334,99.711,1,The sun was out and she could see it.,1,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5e3cddaa64dfd70d85a5ef3f,357,1
2023-05-11 11:19:54,2023-05-11 11:26:55,0,67.140.253.18,100,421,1,2023-05-11 11:26:56,R_3DdtpnALkk7G8LK,,,,,37.2983,-83.1912,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.364,21.364,48.048,1,it is in a place that allows multiple marriages at the same time.,1,1,1,1,44.645,74.595,79.562,3,she hit it centered off a wall,1,1,1,1,1.43,1.43,66.987,1,the shiny leather was reflective in the moonlight,1,1,1,1,2,,,,,,,,59d8ae913e5ea00001e1d05f,421,0
2023-05-11 11:21:23,2023-05-11 11:26:57,0,76.255.159.8,100,334,1,2023-05-11 11:26:58,R_30vpyBfrihntljU,,,,,42.8252,-86.0106,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.028,53.028,64.401,1,I do not know.,2,1,1,7,18.36,36.883,38.315,2,She played in doubles.,2,1,1,4,13.926,13.926,31.654,1,It was a shiney clutch.,2,1,4,4,2,,,,,,,,61507fbc4982c9110ce54629,334,0
2023-05-11 11:18:26,2023-05-11 11:26:59,0,172.56.97.155,100,512,1,2023-05-11 11:26:59,R_2rOOAMyi4taDKLE,,,,,28.0109,-82.4948,anonymous,EN,1,,,I pay attention,1,13.636,13.636,55.566,1,"He officiated the wedding ceremonies ",1,1,2,4,26.948,126.835,139.183,6,She hit it straight up in the air,1,6,5,5,23.384,129.971,150.63,5,Because it was daytime,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.958,38.701,40.93,4,I do not know,2,,633dbba020f607c3522b86ed,512,1
2023-05-11 11:25:08,2023-05-11 11:27:04,0,47.40.10.135,100,116,1,2023-05-11 11:27:05,R_3fUEVg0l6ql2tO6,,,,,38.7943,-90.2817,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,22.291,22.852,4,"Polygomy ",1,4,4,4,1.075,1.075,21.737,1,she hit it straight up,1,4,3,4,1.371,1.371,18.712,1,she watched it fall,2,4,4,4,2,,,,,,,,5f4fd146ee39f70f490889c9,116,0
2023-05-11 11:23:12,2023-05-11 11:27:10,0,98.148.240.131,100,237,1,2023-05-11 11:27:11,R_3NUHt21vEH320qa,,,,,34.1765,-118.614,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.593,13.593,24.723,1,He is into polygamy,1,1,1,1,64.64,64.64,78.816,1,She hits the ball while lying down on the ground,2,2,1,5,13.11,13.11,32.737,1,The buckles on the clutch were a different color,1,1,1,3,2,,,,,,,,61061563506ce85595b3455a,237,0
2023-05-11 11:18:05,2023-05-11 11:27:14,0,172.58.22.208,100,548,1,2023-05-11 11:27:14,R_3G6rv746lWzzVSQ,,,,,34.0544,-118.244,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.624,5.624,35.48,1,"He's the official who is marrying the women, such as a priest or justice of peace",2,6,1,7,19.993,19.993,38.376,1,She hit it against a wall (rebound),1,4,4,7,24.99,24.99,54.117,1,Her clutch would appear 3D against the 2D road,2,1,1,7,1,18.648,18.648,62.317,1,The driver knows this passenger and that's what the passenger always gets,1,"Thanks! Would be happy to do more studies like this! p.s. The last one, about the bus driver, I was only half right (that he knew the passenger, I didn't guess the passenger had other people with him)",644a53ac09de69785b70ec16,548,0
2023-05-11 11:20:17,2023-05-11 11:27:16,0,75.111.197.232,100,419,1,2023-05-11 11:27:17,R_1luA7of4ob3GqiF,,,,,33.5982,-101.8758,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.436,13.436,42.038,1,He is a Mormon and has married all the women legally.,1,2,2,5,18.972,18.972,41.84,1,She hit the ball straight up in the air.,2,7,6,6,27.795,27.795,114.111,1,"The asphalt was new, so there was gravel dust that made the clutch visible to her.",2,7,3,5,2,,,,,,,,5c720c7278263500015665f9,419,0
2023-05-11 11:24:58,2023-05-11 11:27:32,0,70.173.255.98,100,153,1,2023-05-11 11:27:33,R_2q3fYUACfZYh05p,,,,,36.1724,-115.0677,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.355,34.664,35.135,2,I do not know,2,7,6,5,3.162,12.422,22.121,2,I do not know,3,2,1,5,1.646,1.646,7.143,1,I do not know,2,6,6,3,2,,,,,,,,63f8b3967c2e7bd04e14a0e5,153,0
2023-05-11 11:25:20,2023-05-11 11:27:33,0,208.196.102.103,100,132,1,2023-05-11 11:27:34,R_svRvq2KYxyXU9uF,,,,,37.751,-97.822,anonymous,EN,1,,,I pay attention,1,2.351,6.609,9.532,3,I do not know,3,5,4,2,3.559,3.559,6.292,1,I do not know,3,4,2,5,15.071,19.126,21.993,3,I do not know,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,628670c8e05972777725990b,132,1
2023-05-11 11:25:03,2023-05-11 11:27:34,0,98.46.206.93,100,151,1,2023-05-11 11:27:35,R_2TBrhKY5iPCxdoL,,,,,40.7122,-89.6283,anonymous,EN,1,,,I pay attention,1,6.169,6.169,14.911,1,He performed the marriages,1,4,5,7,11.431,11.431,24.095,1,She bounced it off a wall,2,4,5,6,24.54,24.54,34.361,1,It was day time,1,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,631b1b73d28c1fec4f5d5183,151,1
2023-05-11 11:17:17,2023-05-11 11:28:04,0,24.22.251.105,100,647,1,2023-05-11 11:28:05,R_2TLYbwezjFzYx3X,,,,,47.6784,-122.1857,anonymous,EN,1,,,I pay attention,1,3.641,32.325,54.331,6,The man is a minister,1,1,6,7,4.07,94.339,106.579,6,"Must be a lot of top spin. ",2,6,5,7,44.318,88.453,97.241,7,She didn't actually drop it,2,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.214,77.031,86.938,3,bus drivers don't give change,3,no problems,643bd22e67aeded15060e447,647,1
2023-05-11 11:18:27,2023-05-11 11:28:11,0,73.69.206.236,100,583,1,2023-05-11 11:28:12,R_pN3K0QKIQ8QPFG9,,,,,41.977,-70.971,anonymous,EN,1,,,I pay attention,1,69.758,69.758,74.964,1,he is a priest,1,6,1,1,27.437,27.437,34.494,1,it is called gravity,3,1,1,1,23.309,23.309,39.064,1,the clutch was light colored,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,57f6aefc42bfc700016ab1e0,583,1
2023-05-11 11:24:50,2023-05-11 11:28:22,0,98.239.80.91,100,211,1,2023-05-11 11:28:23,R_1JUEfBgblzYRGw9,,,,,36.7405,-119.7508,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.358,13.473,16.563,2,I do not know,2,4,4,4,2.065,2.065,7.801,1,I do not know,2,5,5,5,22.304,22.304,27.164,1,I do not know,3,2,2,2,2,,,,,,,,56ec9fa4f9ffc4000ac1941b,211,0
2023-05-11 11:22:20,2023-05-11 11:28:46,0,73.101.14.172,100,386,1,2023-05-11 11:28:47,R_W2vyJeABlAKib3b,,,,,41.1947,-76.0078,anonymous,EN,1,,,I pay attention,1,16.27,92.454,94.593,4,The man is a a Minister and all of the women are married to different men.,1,1,4,1,21.039,21.735,27.378,2,I do not know.,3,1,1,3,41.087,41.087,49.914,1,I do not know.,2,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,61283769a39dd638c256540c,386,1
2023-05-11 11:17:53,2023-05-11 11:28:50,0,68.117.228.18,100,656,1,2023-05-11 11:28:51,R_3e7SWfJjKrWuQG0,,,,,41.1357,-102.9935,anonymous,EN,1,,,I pay attention,1,46.911,92.993,175.79,2,He married a woman whose name is “20 Women”,2,6,7,7,95.748,95.748,106.266,1,I do not know,2,7,6,7,77.469,77.469,84.6,1,"It was daytime. ",1,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.978,23.978,30.27,1,I do not know,2,,610d3f2e9d2333e4a86ca9bc,656,1
2023-05-11 11:24:20,2023-05-11 11:28:51,0,73.13.82.40,100,271,1,2023-05-11 11:28:52,R_2usU0hl1Ui9EXAg,,,,,40.3451,-75.0974,anonymous,EN,1,,,I pay attention,1,28.463,48.6,52.098,6,"He was the preacher that married the women, not the person who is getting married",1,7,1,4,23.775,31.81,50.148,7,"I do not know ",2,5,2,4,38.772,47.136,48.105,7,"I do not know ",2,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6096924c7726fc84dde3e3ad,271,1
2023-05-11 11:15:01,2023-05-11 11:29:02,0,96.249.154.38,100,841,1,2023-05-11 11:29:03,R_cGuNNe2tTnEtVUl,,,,,40.2602,-76.8591,anonymous,EN,1,,,"I pay attention. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.643,82.227,82.906,4,"He was a priest or chaplin, marrying 20 couples.",3,3,1,7,100.296,107.172,126.956,3,It bounced off of a wall.,1,2,1,7,25.558,99.8,103.709,6,It landed on the yellow line down the middle of the road.,2,3,2,7,1,30.408,79.475,124.303,6,"Because he is a regular customer, riding with his family.",1,No,62a3be0d93b8dd1e69b4317d,841,0
2023-05-11 11:16:44,2023-05-11 11:29:06,0,72.135.7.116,100,742,1,2023-05-11 11:29:07,R_3h4NXJfR5WwkYZp,,,,,39.1344,-94.6809,anonymous,EN,1,,,"I pay attention ",1,28.287,28.287,36.752,1,"He’s a preacher ",1,6,7,6,84.562,90.662,103.179,2,She was playing tennis,3,1,1,6,54.418,63.185,63.219,2,"It was daytime ",1,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.504,63.504,77.301,1,They don’t give change back,2,,5d761f6d05a71e00015a8528,742,1
2023-05-11 11:24:35,2023-05-11 11:29:20,0,172.56.233.129,100,284,1,2023-05-11 11:29:21,R_3R8zvDQvQGnzq2X,,,,,34.0526,-118.2122,anonymous,EN,1,,,I pay attention,1,22.417,22.417,33.216,1,His marriages were annulled.,2,5,5,5,19.205,19.277,34.603,2,The winds were heavy enough that day to make it happen.,2,4,5,5,39.421,39.421,60.023,1,She has good enough eyesight to see it anyway and recalled the shape.,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.197,37.246,37.998,3,I do not know.,2,,628dfaf2fdd97303f3087572,284,1
2023-05-11 11:26:09,2023-05-11 11:29:30,0,70.171.250.198,100,200,1,2023-05-11 11:29:31,R_rfl9sbtRKm4NIR3,,,,,33.4475,-112.0866,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.042,1.042,48.905,1,He's a polygamist.,1,4,2,2,0.83,0.83,33.787,1,She had someone else hit the tennis ball back behind cover.,2,2,2,1,0.988,0.988,22.801,1,It had some reflective metal on it.,1,4,2,1,2,,,,,,,,6406300d0af7758269c8dc0b,200,0
2023-05-11 11:22:45,2023-05-11 11:29:35,0,72.216.118.212,100,409,1,2023-05-11 11:29:36,R_12yDz73z1U0Yq4R,,,,,33.4475,-112.0866,anonymous,EN,1,,,I pay attention,1,20.384,20.384,52.934,1,He is a justice of the peace and by marrying 20 women it meant that he performed the ceremony.,1,2,3,6,58.925,58.925,90.814,1,She hit the ball into a strong headwind that sent it back to her.,2,4,6,6,75.993,75.993,81.172,1,idk,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6428bb071800462494d7da09,409,1
2023-05-11 11:26:02,2023-05-11 11:29:42,0,73.141.209.118,100,220,1,2023-05-11 11:29:43,R_2uUSshq4lQrAThi,,,,,39.7552,-75.5312,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.551,24.551,29.117,1,Nobody ever died,2,1,1,1,17.624,17.624,23.19,1,She hit it against a wall,1,1,1,1,51.735,51.735,57.261,1,I do not know,3,1,1,1,2,,,,,,,,5a91068cdbdb470001ee7f2f,220,0
2023-05-11 11:19:25,2023-05-11 11:29:50,0,70.113.252.89,100,624,1,2023-05-11 11:29:51,R_AEBDyr4hfGBcy09,,,,,32.7889,-96.8021,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.466,45.156,61.591,2,He doesn't live in the town.,2,1,1,3,55.699,132.128,135.654,5,The tennis ball is attached to the tennis racket with an invisible thread.,2,1,1,7,46.371,234.231,235.766,6,I do not know,2,1,1,4,2,,,,,,,,64136bf30b27746cb96f7db8,624,0
2023-05-11 11:24:51,2023-05-11 11:29:56,0,68.202.210.97,100,304,1,2023-05-11 11:29:56,R_2THwlAdSr9o2thS,,,,,28.5978,-81.3024,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.403,12.364,38.591,2,polygamy can do spiritual marriages,1,6,4,6,17.69,17.69,24.776,1,swing shot,2,4,4,4,9.247,59.737,69.665,4,felt it drop,2,4,4,4,2,,,,,,,,56bb6812bf2129000b53ce26,304,0
2023-05-11 11:24:51,2023-05-11 11:30:00,0,97.101.19.197,100,309,1,2023-05-11 11:30:01,R_33s7luLtHGD2IJs,,,,,29.1907,-82.1422,anonymous,EN,1,,,I pay attention,1,43.104,43.104,53.051,1,I do not know,2,6,6,6,29.323,29.323,42.851,1,She hit it straight up in the air,1,6,6,6,16.705,16.705,36.966,1,I do not know,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.359,25.359,36.331,1,Because he gave him a five dollars,2,,63ea42785b07b5a42bf95837,309,1
2023-05-11 11:21:22,2023-05-11 11:30:03,0,73.225.69.239,100,521,1,2023-05-11 11:30:06,R_3saWC441Kiurq1w,,,,,47.2109,-122.4147,anonymous,EN,1,,,I pay attention,1,26.28,26.28,54.056,1,He officiated the weddings.,1,5,7,7,71.555,71.555,120.497,1,I do not know.,2,5,4,7,3.559,95.157,98.867,2,The clutch's strap around her wrist prevented it from hitting the ground.,2,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.898,47.646,68.124,2,"The card costs five dollars, which is what the driver was handed.",3,This was extremely fun. Thanks so much!,6300a8230671f0e8b0a7b0f4,521,1
